object_id	scene_composition	count_bucket	target_count	parent_case_index	parent_case_name	example_case_name	counterfactual_kind	example_scene_input
10046	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10046__case005_entry_left__cf_no_collision_neg/scene_input.json
10046	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10046__case006_entry_right__cf_no_collision_neg/scene_input.json
10048	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10048__case900_random_parabola__cf_no_collision_neg/scene_input.json
10048	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10048__case901_high_drop__cf_no_collision_neg/scene_input.json
10049	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10049__case900_random_parabola__cf_no_collision_neg/scene_input.json
10049	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10049__case901_high_drop__cf_no_collision_neg/scene_input.json
1005	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1005__case005_entry_left__cf_no_collision_neg/scene_input.json
1005	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1005__case006_entry_right__cf_no_collision_neg/scene_input.json
1005	single_object_preview	count_01	1	7	case007_entry_fast_center	case007_entry_fast_center__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1005__case007_entry_fast_center__cf_no_collision_neg/scene_input.json
10050	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10050__case005_entry_left__cf_no_collision_neg/scene_input.json
10050	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10050__case006_entry_right__cf_no_collision_neg/scene_input.json
10053	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10053__case005_entry_left__cf_no_collision_neg/scene_input.json
10053	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10053__case006_entry_right__cf_no_collision_neg/scene_input.json
10054	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10054__case005_entry_left__cf_no_collision_neg/scene_input.json
10054	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10054__case006_entry_right__cf_no_collision_neg/scene_input.json
10058	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10058__case900_random_parabola__cf_no_collision_neg/scene_input.json
10058	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10058__case901_high_drop__cf_no_collision_neg/scene_input.json
1006	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1006__case005_entry_left__cf_no_collision_neg/scene_input.json
1006	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1006__case006_entry_right__cf_no_collision_neg/scene_input.json
1006	single_object_preview	count_01	1	7	case007_entry_fast_center	case007_entry_fast_center__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1006__case007_entry_fast_center__cf_no_collision_neg/scene_input.json
10066	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10066__case900_random_parabola__cf_no_collision_neg/scene_input.json
10066	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10066__case901_high_drop__cf_no_collision_neg/scene_input.json
10068	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10068__case900_random_parabola__cf_no_collision_neg/scene_input.json
10068	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10068__case901_high_drop__cf_no_collision_neg/scene_input.json
10070	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10070__case005_entry_left__cf_no_collision_neg/scene_input.json
10070	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10070__case006_entry_right__cf_no_collision_neg/scene_input.json
10071	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10071__case005_entry_left__cf_no_collision_neg/scene_input.json
10071	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10071__case006_entry_right__cf_no_collision_neg/scene_input.json
10072	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10072__case005_entry_left__cf_no_collision_neg/scene_input.json
10072	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10072__case006_entry_right__cf_no_collision_neg/scene_input.json
10076	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10076__case005_entry_left__cf_no_collision_neg/scene_input.json
10076	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10076__case006_entry_right__cf_no_collision_neg/scene_input.json
10076	single_object_preview	count_01	1	7	case007_entry_fast_center	case007_entry_fast_center__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10076__case007_entry_fast_center__cf_no_collision_neg/scene_input.json
10077	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10077__case005_entry_left__cf_no_collision_neg/scene_input.json
10077	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10077__case006_entry_right__cf_no_collision_neg/scene_input.json
10081	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10081__case005_entry_left__cf_no_collision_neg/scene_input.json
10081	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10081__case006_entry_right__cf_no_collision_neg/scene_input.json
10086	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10086__case005_entry_left__cf_no_collision_neg/scene_input.json
10086	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10086__case006_entry_right__cf_no_collision_neg/scene_input.json
1009	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1009__case005_entry_left__cf_no_collision_neg/scene_input.json
1009	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1009__case006_entry_right__cf_no_collision_neg/scene_input.json
1009	single_object_preview	count_01	1	7	case007_entry_fast_center	case007_entry_fast_center__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/1009__case007_entry_fast_center__cf_no_collision_neg/scene_input.json
10090	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10090__case005_entry_left__cf_no_collision_neg/scene_input.json
10090	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10090__case006_entry_right__cf_no_collision_neg/scene_input.json
10091	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10091__case005_entry_left__cf_no_collision_neg/scene_input.json
10091	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10091__case006_entry_right__cf_no_collision_neg/scene_input.json
10092	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10092__case005_entry_left__cf_no_collision_neg/scene_input.json
10092	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10092__case006_entry_right__cf_no_collision_neg/scene_input.json
10094	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10094__case005_entry_left__cf_no_collision_neg/scene_input.json
10094	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10094__case006_entry_right__cf_no_collision_neg/scene_input.json
10096	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10096__case005_entry_left__cf_no_collision_neg/scene_input.json
10097	single_object_preview	count_01	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10097__case900_random_parabola__cf_no_collision_neg/scene_input.json
10097	single_object_preview	count_01	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10097__case901_high_drop__cf_no_collision_neg/scene_input.json
10098	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10098__case005_entry_left__cf_no_collision_neg/scene_input.json
10098	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10098__case006_entry_right__cf_no_collision_neg/scene_input.json
10099	single_object_preview	count_01	1	5	case005_entry_left	case005_entry_left__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10099__case005_entry_left__cf_no_collision_neg/scene_input.json
10099	single_object_preview	count_01	1	6	case006_entry_right	case006_entry_right__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/count_01/10099__case006_entry_right__cf_no_collision_neg/scene_input.json
1000	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/1000__case900_random_parabola__cf_no_collision_neg/scene_input.json
10003	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10003__case900_random_parabola__cf_no_collision_neg/scene_input.json
10005	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10005__case900_random_parabola__cf_no_collision_neg/scene_input.json
1001	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/1001__case900_random_parabola__cf_no_collision_neg/scene_input.json
10012	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10012__case900_random_parabola__cf_no_collision_neg/scene_input.json
10013	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10013__case900_random_parabola__cf_no_collision_neg/scene_input.json
10013	single_object_preview	invalid_by_qa	1	901	case901_high_drop	case901_high_drop__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10013__case901_high_drop__cf_no_collision_neg/scene_input.json
10015	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10015__case900_random_parabola__cf_no_collision_neg/scene_input.json
1002	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/1002__case900_random_parabola__cf_no_collision_neg/scene_input.json
10026	single_object_preview	invalid_by_qa	1	900	case900_random_parabola	case900_random_parabola__cf_no_collision_neg	no_collision_negative	/data/gaoya/AAA_test_video/Dataset_physV/0417data/version_1_genesis_rigid_data_all_cases/train/rigid/single_object_preview/invalid_by_qa/count_01/10026__case900_random_parabola__cf_no_collision_neg/scene_input.json
